loyaltynum,id,score,prob_score,CarID,CurrentEmploymentType,CurrentEmploymentTitle,Name
L1682,15,0.38970895628291996,0.01694386766447478,15,Security,Site Control,Loreto Bodrogi
L1682,16,0.15222891217051832,0.0066186483552399256,16,Security,Perimeter Control,Isia Vann
L1682,17,0.308541046797699,0.013414828121639084,17,Information Technology,IT Technician,Sven Flecha
L1682,18,0.17922724658188857,0.007792488981821241,18,Engineering,Geologist,Birgitta Frente
L1682,19,0.02776364872463716,0.001207115161940746,19,Engineering,Hydraulic Technician,Vira Frente
L1682,20,0.34481623014894874,0.01499201000647603,20,Security,Building Control,Stenig Fusil
L1682,21,0.565352740263533,0.024580553924501432,21,Security,Perimeter Control,Hennie Osvaldo
L1682,22,2.2385798866852165,0.09732956029066157,22,Security,Badging Office,Adra Nubarron
L1682,23,2.5680152073736835,0.11165283510320362,23,Security,Badging Office,Varja Lagos
L1682,24,1.012087545172122,0.04400380631183139,24,Security,Perimeter Control,Minke Mies
L1682,25,1.7140869197985247,0.07452551825210976,25,Engineering,Geologist,Kanon Herrero
L1682,26,0.28011984164251474,0.012179123549674552,26,Engineering,Drill Site Manager,Marin Onda
L1682,27,0.3618177609978181,0.015731206999905132,27,Engineering,Drill Technician,Kare Orilla
L1682,28,0.4883732260987554,0.021233618526032838,28,Engineering,Drill Technician,Isande Borrasca
L1682,29,2.6762629409398127,0.11635925830173097,29,Facilities,Facilities Group Manager,Bertrand Ovan
L1682,30,2.327769114956947,0.10120735282421507,30,Security,Security Group Manager,Felix Resumir
L1682,32,0.045565219899365565,0.00198109651736372,32,Executive,SVP/COO,Orhan Strum
L1682,33,0.22200953516161362,0.009652588485287546,33,Engineering,Drill Technician,Brand Tempestad
L1682,34,0.13555288782393482,0.005893603818431948,34,Security,Perimeter Control,Edvard Vann
L1682,35,0.11576520368428177,0.005033269725403554,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L1682,105,0.07036617613452983,0.003059398962370862,105,Truck Driver,Truck Driver,Truck Driver 105
L2070,1,0.33839320754307245,0.04834188679186749,1,Information Technology,IT Helpdesk,Nils Calixto
L2070,2,0.42702702702702705,0.061003861003861,2,Engineering,Engineer,Lars Azada
L2070,3,0.23465820671467966,0.033522600959239944,3,Engineering,Engineer,Felix Balas
L2070,4,0.4978926849807409,0.07112752642582013,4,Executive,SVP/CFO,Ingrid Barranco
L2070,5,0.11251081428963305,0.016072973469947578,5,Information Technology,IT Technician,Isak Baza
L2070,6,0.20851713808401495,0.029788162583430703,6,Information Technology,IT Group Manager,Linnea Bergen
L2070,7,0.09050190541226251,0.012928843630323214,7,Engineering,Drill Technician,Elsa Orilla
L2070,9,0.09576685752404247,0.01368097964629178,9,Engineering,Drill Technician,Gustav Cazar
L2070,10,1.2450568766947587,0.1778652680992512,10,Executive,SVP/CIO,Ada Campo-Corrente
L2070,11,0.1498016219794745,0.021400231711353496,11,Engineering,Hydraulic Technician,Axel Calzas
L2070,13,0.21322613998438522,0.030460877140626456,13,Security,Site Control,Inga Ferro
L2070,14,0.15124114353663975,0.021605877648091392,14,Engineering,Engineering Group Manager,Lidelse Dedos
L2070,15,0.00943378283279761,0.0013476832618282298,15,Security,Site Control,Loreto Bodrogi
L2070,17,0.055875588191850775,0.00798222688455011,17,Information Technology,IT Technician,Sven Flecha
L2070,19,0.08516315526154872,0.012166165037364101,19,Engineering,Hydraulic Technician,Vira Frente
L2070,21,0.12894515186047664,0.01842073598006809,21,Security,Perimeter Control,Hennie Osvaldo
L2070,22,0.13652381253824564,0.019503401791177946,22,Security,Badging Office,Adra Nubarron
L2070,23,0.10027198204538107,0.014324568863625865,23,Security,Badging Office,Varja Lagos
L2070,24,0.0642059036077603,0.009172271943965755,24,Security,Perimeter Control,Minke Mies
L2070,25,0.07801990105064206,0.011145700150091722,25,Engineering,Geologist,Kanon Herrero
L2070,26,0.39336489767042104,0.05619498538148871,26,Engineering,Drill Site Manager,Marin Onda
L2070,29,0.3276315597200473,0.04680450853143533,29,Facilities,Facilities Group Manager,Bertrand Ovan
L2070,30,0.08431443406812865,0.012044919152589805,30,Security,Security Group Manager,Felix Resumir
L2070,31,0.1352002634257319,0.019314323346533126,31,Executive,President/CEO,Sten Sanjorge Jr.
L2070,32,0.7744484569672847,0.11063549385246924,32,Executive,SVP/COO,Orhan Strum
L2070,33,0.06384457168269499,0.009120653097527853,33,Engineering,Drill Technician,Brand Tempestad
L2070,34,0.08229834338208722,0.01175690619744103,34,Security,Perimeter Control,Edvard Vann
L2070,35,0.7158645719241701,0.10226636741773856,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L2169,1,0.22666316373495257,0.009066526549398103,1,Information Technology,IT Helpdesk,Nils Calixto
L2169,2,0.5252153145321157,0.021008612581284627,2,Engineering,Engineer,Lars Azada
L2169,3,0.24065012936181734,0.009626005174472693,3,Engineering,Engineer,Felix Balas
L2169,4,0.16386701507980758,0.006554680603192304,4,Executive,SVP/CFO,Ingrid Barranco
L2169,5,0.0422518353277313,0.0016900734131092522,5,Information Technology,IT Technician,Isak Baza
L2169,6,0.34542713199343733,0.013817085279737493,6,Information Technology,IT Group Manager,Linnea Bergen
L2169,7,0.03107155425692029,0.0012428621702768115,7,Engineering,Drill Technician,Elsa Orilla
L2169,8,0.1466702281971455,0.005866809127885821,8,Information Technology,IT Technician,Lucas Alcazar
L2169,9,0.5492074383671186,0.021968297534684746,9,Engineering,Drill Technician,Gustav Cazar
L2169,10,0.16951327965514118,0.0067805311862056475,10,Executive,SVP/CIO,Ada Campo-Corrente
L2169,11,0.1110232162388519,0.0044409286495540766,11,Engineering,Hydraulic Technician,Axel Calzas
L2169,12,0.2005624730466032,0.008022498921864128,12,Security,Site Control,Hideki Cocinaro
L2169,13,1.7971691214188381,0.07188676485675352,13,Security,Site Control,Inga Ferro
L2169,14,0.3592266178631467,0.014369064714525868,14,Engineering,Engineering Group Manager,Lidelse Dedos
L2169,15,1.736297037369439,0.06945188149477756,15,Security,Site Control,Loreto Bodrogi
L2169,16,1.665870860762157,0.06663483443048629,16,Security,Perimeter Control,Isia Vann
L2169,17,1.059155190273658,0.04236620761094632,17,Information Technology,IT Technician,Sven Flecha
L2169,18,0.19968640014900288,0.007987456005960115,18,Engineering,Geologist,Birgitta Frente
L2169,19,0.1652531843108771,0.006610127372435084,19,Engineering,Hydraulic Technician,Vira Frente
L2169,20,0.15348277354050993,0.006139310941620397,20,Security,Building Control,Stenig Fusil
L2169,21,0.9877611014357899,0.03951044405743159,21,Security,Perimeter Control,Hennie Osvaldo
L2169,22,2.909284898830152,0.11637139595320609,22,Security,Badging Office,Adra Nubarron
L2169,23,2.9073421070324117,0.11629368428129647,23,Security,Badging Office,Varja Lagos
L2169,24,2.0845187851045113,0.08338075140418046,24,Security,Perimeter Control,Minke Mies
L2169,25,0.15880987902792118,0.0063523951611168476,25,Engineering,Geologist,Kanon Herrero
L2169,26,0.21023054330519902,0.00840922173220796,26,Engineering,Drill Site Manager,Marin Onda
L2169,27,0.19364771078809556,0.007745908431523823,27,Engineering,Drill Technician,Kare Orilla
L2169,28,0.008489581823977743,0.0003395832729591097,28,Engineering,Drill Technician,Isande Borrasca
L2169,29,0.4232545326189456,0.016930181304757822,29,Facilities,Facilities Group Manager,Bertrand Ovan
L2169,30,2.9926038034931954,0.11970415213972782,30,Security,Security Group Manager,Felix Resumir
L2169,31,0.023422325797118046,0.0009368930318847218,31,Executive,President/CEO,Sten Sanjorge Jr.
L2169,32,0.17802848812809746,0.007121139525123899,32,Executive,SVP/COO,Orhan Strum
L2169,33,1.231410703505102,0.04925642814020408,33,Engineering,Drill Technician,Brand Tempestad
L2169,34,0.45319546097943303,0.01812781843917732,34,Security,Perimeter Control,Edvard Vann
L2169,35,0.13721263631562172,0.005488505452624869,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L2169,101,0.04056823410384747,0.0016227293641538987,101,Truck Driver,Truck Driver,Truck Driver 101
L2169,105,0.0899417900259767,0.003597671601039068,105,Truck Driver,Truck Driver,Truck Driver 105
L2169,106,0.01890423849350221,0.0007561695397400885,106,Truck Driver,Truck Driver,Truck Driver 106
L2169,107,0.06310921371183019,0.0025243685484732077,107,Truck Driver,Truck Driver,Truck Driver 107
L2247,1,0.3980084369717063,0.014741053221174307,1,Information Technology,IT Helpdesk,Nils Calixto
L2247,2,0.04515018508548084,0.0016722290772400311,2,Engineering,Engineer,Lars Azada
L2247,3,0.04308052048647852,0.0015955748328325377,3,Engineering,Engineer,Felix Balas
L2247,4,0.09980438658035375,0.003696458762235324,4,Executive,SVP/CFO,Ingrid Barranco
L2247,5,0.24622855909546942,0.009119576262795163,5,Information Technology,IT Technician,Isak Baza
L2247,6,0.1684898884986438,0.006240366240690511,6,Information Technology,IT Group Manager,Linnea Bergen
L2247,7,0.11825358901497875,0.004379762556110324,7,Engineering,Drill Technician,Elsa Orilla
L2247,8,0.18365931728510307,0.006802196936485299,8,Information Technology,IT Technician,Lucas Alcazar
L2247,9,0.6492466169399772,0.024046170997776933,9,Engineering,Drill Technician,Gustav Cazar
L2247,10,0.03683555195173371,0.0013642797019160632,10,Executive,SVP/CIO,Ada Campo-Corrente
L2247,11,0.22854323675886903,0.008464564324402556,11,Engineering,Hydraulic Technician,Axel Calzas
L2247,12,0.16840641436104714,0.006237274605964709,12,Security,Site Control,Hideki Cocinaro
L2247,13,2.2118777376302674,0.0819213976900099,13,Security,Site Control,Inga Ferro
L2247,14,0.15236647085097751,0.005643202624110278,14,Engineering,Engineering Group Manager,Lidelse Dedos
L2247,15,2.3569199256767264,0.0872933305806195,15,Security,Site Control,Loreto Bodrogi
L2247,16,2.001558115848533,0.07413178206846419,16,Security,Perimeter Control,Isia Vann
L2247,17,1.4008988147938055,0.05188514128865946,17,Information Technology,IT Technician,Sven Flecha
L2247,18,0.2795693457522567,0.010354420213046545,18,Engineering,Geologist,Birgitta Frente
L2247,19,0.23001303928919511,0.008519001455155375,19,Engineering,Hydraulic Technician,Vira Frente
L2247,20,0.42424878970387553,0.015712918137180575,20,Security,Building Control,Stenig Fusil
L2247,21,1.5788767560074277,0.05847691688916399,21,Security,Perimeter Control,Hennie Osvaldo
L2247,22,2.52765341619448,0.09361679319238815,22,Security,Badging Office,Adra Nubarron
L2247,23,2.586639509502033,0.0958014633148901,23,Security,Badging Office,Varja Lagos
L2247,24,1.2954325966257252,0.047978985060212045,24,Security,Perimeter Control,Minke Mies
L2247,25,0.2959749098798402,0.01096203369925334,25,Engineering,Geologist,Kanon Herrero
L2247,26,0.13519794471928792,0.005007331285899553,26,Engineering,Drill Site Manager,Marin Onda
L2247,27,0.10901527986337652,0.004037602957902834,27,Engineering,Drill Technician,Kare Orilla
L2247,28,2.494047958549781,0.09237214661295486,28,Engineering,Drill Technician,Isande Borrasca
L2247,29,0.22571509773349682,0.008359818434573956,29,Facilities,Facilities Group Manager,Bertrand Ovan
L2247,30,2.5499309419750675,0.09444188673981732,30,Security,Security Group Manager,Felix Resumir
L2247,31,0.005362217533040223,0.0001986006493718601,31,Executive,President/CEO,Sten Sanjorge Jr.
L2247,32,0.1339625435049823,0.004961575685369714,32,Executive,SVP/COO,Orhan Strum
L2247,33,1.118526714316556,0.04142691534505763,33,Engineering,Drill Technician,Brand Tempestad
L2247,34,0.11787231916733208,0.004365641450641929,34,Security,Perimeter Control,Edvard Vann
L2247,35,0.12239494956822478,0.004533146280304622,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L2247,101,0.09331569045520524,0.00345613668352612,101,Truck Driver,Truck Driver,Truck Driver 101
L2247,105,0.08701894280409565,0.003222923807559098,105,Truck Driver,Truck Driver,Truck Driver 105
L2247,106,0.01809587984777071,0.0006702177721396559,106,Truck Driver,Truck Driver,Truck Driver 106
L2247,107,0.06180738917679841,0.002289162562103645,107,Truck Driver,Truck Driver,Truck Driver 107
L2343,1,0.009990056937635728,0.0004162523724014887,1,Information Technology,IT Helpdesk,Nils Calixto
L2343,2,0.7214050015359816,0.0300585417306659,2,Engineering,Engineer,Lars Azada
L2343,3,0.04911467137320752,0.0020464446405503134,3,Engineering,Engineer,Felix Balas
L2343,4,0.03620300963775074,0.0015084587349062809,4,Executive,SVP/CFO,Ingrid Barranco
L2343,5,0.03898075972824001,0.0016241983220100004,5,Information Technology,IT Technician,Isak Baza
L2343,6,0.3962482549789285,0.016510343957455355,6,Information Technology,IT Group Manager,Linnea Bergen
L2343,7,0.0560965270615638,0.0023373552942318253,7,Engineering,Drill Technician,Elsa Orilla
L2343,8,0.1978591605981203,0.008244131691588346,8,Information Technology,IT Technician,Lucas Alcazar
L2343,9,0.06996960528040354,0.002915400220016814,9,Engineering,Drill Technician,Gustav Cazar
L2343,10,0.31038246430517724,0.012932602679382385,10,Executive,SVP/CIO,Ada Campo-Corrente
L2343,11,0.051614157755446234,0.0021505899064769266,11,Engineering,Hydraulic Technician,Axel Calzas
L2343,12,0.07745989917279195,0.003227495798866331,12,Security,Site Control,Hideki Cocinaro
L2343,13,2.0863671090302143,0.08693196287625893,13,Security,Site Control,Inga Ferro
L2343,14,0.20293500125985545,0.008455625052493978,14,Engineering,Engineering Group Manager,Lidelse Dedos
L2343,15,1.943632309441879,0.0809846795600783,15,Security,Site Control,Loreto Bodrogi
L2343,16,1.5449926877604176,0.06437469532335073,16,Security,Perimeter Control,Isia Vann
L2343,17,0.6190948588078679,0.025795619116994493,17,Information Technology,IT Technician,Sven Flecha
L2343,18,0.29971665358505045,0.012488193899377102,18,Engineering,Geologist,Birgitta Frente
L2343,19,0.04391547847474352,0.0018298116031143135,19,Engineering,Hydraulic Technician,Vira Frente
L2343,20,0.20317134610773557,0.008465472754488982,20,Security,Building Control,Stenig Fusil
L2343,21,1.1038656887633964,0.04599440369847485,21,Security,Perimeter Control,Hennie Osvaldo
L2343,22,3.415407649163385,0.14230865204847437,22,Security,Badging Office,Adra Nubarron
L2343,23,3.5467385937173757,0.14778077473822399,23,Security,Badging Office,Varja Lagos
L2343,24,0.9002877265197958,0.03751198860499149,24,Security,Perimeter Control,Minke Mies
L2343,25,0.19665964366835,0.008194151819514583,25,Engineering,Geologist,Kanon Herrero
L2343,26,0.24636029223206835,0.01026501217633618,26,Engineering,Drill Site Manager,Marin Onda
L2343,27,0.16702197763314633,0.006959249068047763,27,Engineering,Drill Technician,Kare Orilla
L2343,29,0.4342862819553611,0.018095261748140048,29,Facilities,Facilities Group Manager,Bertrand Ovan
L2343,30,3.459971884127102,0.1441654951719626,30,Security,Security Group Manager,Felix Resumir
L2343,32,0.34975864728614,0.014573276970255832,32,Executive,SVP/COO,Orhan Strum
L2343,33,0.6788428903308112,0.028285120430450467,33,Engineering,Drill Technician,Brand Tempestad
L2343,34,0.28173017546463264,0.01173875731102636,34,Security,Perimeter Control,Edvard Vann
L2343,35,0.018024910843403893,0.0007510379518084956,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L2343,101,0.013759392841561587,0.0005733080350650661,101,Truck Driver,Truck Driver,Truck Driver 101
L2343,105,0.14962489932053136,0.00623437080502214,105,Truck Driver,Truck Driver,Truck Driver 105
L2343,106,0.020918280498702754,0.0008715950207792814,106,Truck Driver,Truck Driver,Truck Driver 106
L2343,107,0.057592052801225826,0.002399668866717743,107,Truck Driver,Truck Driver,Truck Driver 107
L2459,1,0.3909688137803522,0.07819376275607044,1,Information Technology,IT Helpdesk,Nils Calixto
L2459,4,0.19293032827530077,0.038586065655060155,4,Executive,SVP/CFO,Ingrid Barranco
L2459,8,0.5864829619387486,0.11729659238774973,8,Information Technology,IT Technician,Lucas Alcazar
L2459,9,0.016857900611404797,0.0033715801222809596,9,Engineering,Drill Technician,Gustav Cazar
L2459,10,0.18173382027180746,0.03634676405436149,10,Executive,SVP/CIO,Ada Campo-Corrente
L2459,12,0.009798011997565711,0.001959602399513142,12,Security,Site Control,Hideki Cocinaro
L2459,13,0.018811690107498214,0.003762338021499643,13,Security,Site Control,Inga Ferro
L2459,14,0.04566552645377731,0.009133105290755462,14,Engineering,Engineering Group Manager,Lidelse Dedos
L2459,15,0.023037327009034554,0.0046074654018069105,15,Security,Site Control,Loreto Bodrogi
L2459,16,0.03692568300103247,0.0073851366002064935,16,Security,Perimeter Control,Isia Vann
L2459,17,0.13436400552617142,0.026872801105234285,17,Information Technology,IT Technician,Sven Flecha
L2459,18,0.02682813589403638,0.005365627178807276,18,Engineering,Geologist,Birgitta Frente
L2459,20,0.018802061411213145,0.003760412282242629,20,Security,Building Control,Stenig Fusil
L2459,21,0.01671272258876736,0.0033425445177534723,21,Security,Perimeter Control,Hennie Osvaldo
L2459,22,0.3788558229831596,0.07577116459663193,22,Security,Badging Office,Adra Nubarron
L2459,23,0.3994611557081545,0.0798922311416309,23,Security,Badging Office,Varja Lagos
L2459,24,0.1361179615590321,0.027223592311806422,24,Security,Perimeter Control,Minke Mies
L2459,26,0.026194868356650688,0.005238973671330137,26,Engineering,Drill Site Manager,Marin Onda
L2459,27,0.015825382760590763,0.0031650765521181526,27,Engineering,Drill Technician,Kare Orilla
L2459,28,0.008489581823977743,0.0016979163647955486,28,Engineering,Drill Technician,Isande Borrasca
L2459,29,0.008770167106700383,0.0017540334213400767,29,Facilities,Facilities Group Manager,Bertrand Ovan
L2459,30,0.3926847796818931,0.07853695593637862,30,Security,Security Group Manager,Felix Resumir
L2459,31,1.1546945962712392,0.23093891925424784,31,Executive,President/CEO,Sten Sanjorge Jr.
L2459,32,0.3187601029755134,0.06375202059510268,32,Executive,SVP/COO,Orhan Strum
L2459,33,0.24609499521836148,0.049218999043672294,33,Engineering,Drill Technician,Brand Tempestad
L2459,34,0.017257368070246616,0.003451473614049323,34,Security,Perimeter Control,Edvard Vann
L2459,35,0.1968742286177699,0.03937484572355398,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L2490,1,0.7181360093552904,0.021761697253190614,1,Information Technology,IT Helpdesk,Nils Calixto
L2490,2,0.11702156190075604,0.0035461079363865457,2,Engineering,Engineer,Lars Azada
L2490,3,0.22161668412494484,0.006715657094695297,3,Engineering,Engineer,Felix Balas
L2490,4,0.12819375146129028,0.003884659135190614,4,Executive,SVP/CFO,Ingrid Barranco
L2490,5,0.6070386496595301,0.018395110595743332,5,Information Technology,IT Technician,Isak Baza
L2490,6,0.33363171359475563,0.010110051927113804,6,Information Technology,IT Group Manager,Linnea Bergen
L2490,7,0.17776060380506958,0.005386684963789986,7,Engineering,Drill Technician,Elsa Orilla
L2490,8,0.4280126427656989,0.012970080083809055,8,Information Technology,IT Technician,Lucas Alcazar
L2490,9,0.16216989240683088,0.004914239163843359,9,Engineering,Drill Technician,Gustav Cazar
L2490,10,0.3505864819915679,0.010623832787623267,10,Executive,SVP/CIO,Ada Campo-Corrente
L2490,11,0.21093696464858153,0.006392029231775197,11,Engineering,Hydraulic Technician,Axel Calzas
L2490,12,0.5007127589677397,0.015173113908113321,12,Security,Site Control,Hideki Cocinaro
L2490,13,1.9481523441840944,0.059034919520730124,13,Security,Site Control,Inga Ferro
L2490,14,0.24970954349095534,0.007566955863362281,14,Engineering,Engineering Group Manager,Lidelse Dedos
L2490,15,2.2504385122541573,0.06819510643194414,15,Security,Site Control,Loreto Bodrogi
L2490,16,2.0107878209362156,0.0609329642707944,16,Security,Perimeter Control,Isia Vann
L2490,17,1.790658280745531,0.05426237214380396,17,Information Technology,IT Technician,Sven Flecha
L2490,18,0.26148277158498645,0.007923720351060193,18,Engineering,Geologist,Birgitta Frente
L2490,19,0.12294352663527056,0.003725561413190016,19,Engineering,Hydraulic Technician,Vira Frente
L2490,20,0.2186236171458501,0.006624958095328789,20,Security,Building Control,Stenig Fusil
L2490,21,1.1538291500934668,0.034964519699802014,21,Security,Perimeter Control,Hennie Osvaldo
L2490,22,3.798758469153424,0.11511389300464919,22,Security,Badging Office,Adra Nubarron
L2490,23,4.816298627741931,0.14594844326490697,23,Security,Badging Office,Varja Lagos
